,name,siteName,index,contents,engContents
914,웃뒷빌레-못,웃뒷빌레못,IS08S,"못을 파서 우마에게 물을 먹이던 못
",this name was derived from the fact this pond used to provide cows and horses with water
915,알섯-네커리,알섯네커리,IS08S,"마을 서쪽에 있는 사거리라하여 불려진 이름 
",this name was derived from the fact this is a crossroad in the west of the village
916,머레기-동산,머레기동산,IS05S,"산머루가 많았던 동산
",it means a hill with lots of wild grapes
917,종낭-굴,종낭굴,IS09S,"주변에 떼죽나무가 많았던 굴
",it suggests the cave used to have lots of Ddaejuk trees around
918,모시-모루,모시모루,IS09S,"모시가 많이 나는 동산
",it means a hill producing lots of ramies
919,주막-동산,주막동산,IS09S,"옛날 이곳에 술을 팔았던 주막이 있었던 자리
",this name suggests there used to be a tavern in old days
920,올래-동산,올래동산,IS08S,"집 앞에 있는 동산
",it means a hill in front of the house
921,골머체,골머체,IS01S,"곤머체고운 동산을 나타냄, 골머체로 와전되어 불림
",this name was derived from Gonmeoche(beautiful hill)
922,몰진-밧,몰진밧,IS05S,"말을 진상하기 위해 말을 모아 두었던 밭
",this field used to be a place to collect horses before presenting them to the king
923,개우지-코지,개우지코지,IS01S,"바닷가 쪽을 향해 쭉 뻗어 나가서 붙여진 이름
",this name was derived from the fact it got outstretched towards the sea
924,성제-돌,성제돌,IS07S,"돌이 두개 형제처럼 있는 곳
",this name suggests two rocks stand together like brothers
925,테우리-통,테우리통,IS12S,"소 먹이는 테우리가 망을 보던 곳
",this place is where a taewoori(a herdboy) used to stand guard
926,생이-돌,생이돌,IS07S,"철새들이 앉아서 놀던 돌
",this means migratory birds have a rest on this stone
927,항-통,항통,IS14S,"항아리 모양의 물통
",it means a pot-shaped bottle
928,감낭-밧,감낭밧,IS01S,"감나무 밭
",this means a persimmon orchard
929,누릉낭-동산,누릉낭동산,IS02S,"누릅나무 동산
",this means a hill of elm trees
930,독-통,독통,IS03S,"닭이 알을 품은 형세
",this name suggests a look of a hen sitting on eggs
931,섬들이-왓,섬들이왓,IS07S,"섬이 보이지 않은 지역을 말함
",this name suggests this is a palce where islands are not visible
932,한지내-콤,한지내콤,IS14S,"내가 넓은 모양. 한지는 넓다 이고 콤은 일정지역을 나타냄
",this name consists of Hanji(wide) and Kom(a certain place)
933,맹-살,맹살,IS05S,"비가 많이 와서 범람하면 물로 채워지는 곳
",this place used to be filled with water when flooding 	
934,쇠소-깍,쇠소깍,IS07S,"하효마을의 본래 명칭은 쇠둔이다. 효돈천하구에 있는 소라 하여 쇠소라불려지고 있으며, 쇠소의 마지막이라하여 붙여진 이름 깍은 맨마지막을 나타냄
",the original name of Hahyo village is Soedun. this word consists of Soeso meaning a swamp at the end of Hyodoncheon(Hyodon stream) and Kkak meaning the last
935,소금-막,소금막,IS07S,"막은 막사를 의미, 소금을 구웠던 곳 
",this place used to be a spot for burning salt
936,소나물-곳,소나물곳,IS07S,"물이 깊은 곳을 말함
",this name was derived from the fact the depth of the place is quite long
937,재-통,재통,IS09S,"모몰짚을 태워 재를 만들었던 곳, 모몰은 메밀
",this name was derived from the fact it used to be a place to get ash(Jae) from burning straws
938,도-틀-왓,도틀왓,IS03S,"길이 트인 밭
",this name suggests that it is a field open to the road
939,돌박남-밧,돌박남밧,IS03S,"동백나무가 많아던 밭
",this name suggests the place used to be a field full of camellias(Dongbaeknamu)
940,닥-돌래,닥돌래,IS03S,"닥은 닥나무, 돌레는 둥그렇게 생긴 작은 밭이다. 닥나무를 재배했던 곳 
",this name was derived from the fact it used to be the place to cultivate Dak trees(paper mulberry)
941,고막-곶,고막곶,IS01S,"예전 숲지대여서 붙여진 이름
",this name was derived from the fact it was used to be a forest
942,&#48096;-돌,&#48096;돌,IS05S,"&#48096;은 &#48096;짝으로 아무것도 없음을 말함. 즉 주위에 아무것도 없이 돌만 있는 곳 
","this name was derived from the word, Myeun meaning there is nothing but stones"
943,써금-바령,써금바령,IS07D,"소, 말 등을 밤에 풀어두었던 곳
",this place used to be a spot for releasing cows and horses at night
944,큰-가름,큰가름,IS11S,"마을 안에 또하나의 큰마을을 이룬 것
",it means a large village in another village
945,구덕찬-돌,구덕찬돌,IS01S,"돌모양이 구덕을 찬 모습
",this name was derived from the looks of stone with holes
946,애기업게-돌,애기업게돌,IS08S,"돌모양이 애기업은 모습으로 생김
",this name came from the stone having a look of one carrying a baby on the back
947,왜-통,왜통,IS08S,"기와를 구워 만들었던 곳
",it used to be a place to manufacture tiles
948,노용-동산,노용동산,IS02S,"노루모양과 같은 지형
",this name was derived from the looks of a roe
949,말축-밧,말축밧,IS05S,"지형이 말의 다리 같은 지형
",this name was derived from the looks of a horse leg
950,천아오름,천아오름,IS10S,"상수리나무(초낭)이 있어 유래함
",this name was derived from the fact there is an oak tree
951,정물오름,정물오름,IS09S,"정물이라는 샘이 있어 붙여진 이름
","this name was derived from a fountain name,  Jeongmul,"
952,새미소오름,새미소오름,IS07S,"깊은 샘이 있는 오름이라 붙여진 이름
",it means a hill with a deep well
953,느지리오름,느지리오름,IS02S,"상명리의 옛 이름 느지리에서 유래함
","this name was derived from Neujiri, the former name of Sangmyeongri"
954,갯거리오름,갯거리오름,IS01S,"두 마리의 개가 꼬리를 끌고 누운 형상에서 유래
",this name was derived from the looks of two dogs lying down with their tails outstreched
955,마오름,마오름,IS05S,"산이 말 형체를 하고 있어 유래
",this name was derived from the looks of a horse
956,송아오름,송아오름,IS07S,"송아지 형체를 하고 있어 유래
",this name was derived from the looks of a calf
957,노꼬물오름,노꼬물오름,IS02S,"노꼬물 전설에서 유래한 샘이 있어 붙여진 이름
",this name was derived from the well known in the Nokomul legend
958,가마오름,가마오름,IS01S,"신령스러운 산이라는 뜻에서 유래
",it means a holy mountain
959,염통오름,염통오름,IS08S,"사람 가슴 안의 심장 형국이라 하여 유래
",this name was derived from the looks of a human heart
960,가세오름,가세오름,IS01S,"산봉오리가 두 갈래로 갈라진것이 가위(가세)와 같아 유래
",this name was derived from the looks of the mountain top divided into two like scissors
961,벵곳오름,벵곳오름,IS06S,"병꽃풀이 있어 유래한 이름으로 추정
",this name was allegedly derived from the fact there were byeongkotpul(ground ivy)
962,번널오름,번널오름,IS06S,"널빤지를 벌여놓은듯한 모양에서 유래
",this name was derived from the looks of a board
963,백약이오름,백약이오름,IS06S,"백가지 약초가 난다 하여 유래함
",this suggests there are one hundred kinds of herbs growing
964,산굼부리,산굼부리,IS07S,"구멍(굼), 산의 정상(부리)를 의미함
",this word consists of a hole(Gum) and a mountaintop(Buri)
965,부대오름,부대오름,IS06S,"화전, 개간지의 뜻인 부대기의 줄인말인듯 하나 확실치 않음
","this name was possibly derived from the word, Budaegi meaning the ground burned off for cultivation or developed land"
966,바농오름,바농오름,IS06S,"가시덤불이 엉클어진 수풀이 있어 연유
",this name came from the forest full of thornbush
967,돔베오름,돔베오름,IS03S,"도마(돔배)모양으로 편편하게 생겼다 하여 연유
",this name was derived from the fact the hill looks as even as a chopping board
968,구그네오름,구그네오름,IS01S,"고무래(구그네)를 닮은 형태에서 연유
",this name was derived from the appearance of a Gugeune(rake)
969,궤펭이오름,궤펭이오름,IS01S,"바위굴(궤)이 패어있다는 뜻에서 연유
",this name suggests that there is a rock cave(Goe)
970,까끄레기,까끄레기,IS01D,"마소를 방목한다는 말인 고끄레 간다는데서 연유함
","this name was derived from the words, Goggre ganda meaning farming cows and horses"
971,흙붉은오름,흙붉은오름,IS14S,"붉은 흙의 산등이 멀리서 보일만큼 드러나 있어서 연유
",this name was derived from the fact the ridge covered with red earth is seen from a distance
972,족은드레오름,족은드레오름,IS09S,"작은 들(족은드레)에 있다 하여 연유함
",this name was derived from the fact the hill is standing in the small field(Jokeundeure)
973,큰드레오름,큰드레오름,IS11S,"큰 들(큰드레)에 있다 하여 연유함
",this name was derived from the fact the hill is standing in the large field(Keudeure)
974,베리오름,베리오름,IS06S,"오름의 바닷가쪽에 벼랑(베리)이 있다 하여 연유한 이름
",this name was derived from the fact there is a cliff(Byeorang) to the direction of the sea from this hill
975,베두리오름,베두리오름,IS06S,"오름머리 남쪽에 별무리처럼 바위가 모여있다 하여 연유함
",this name was derived from the fact many rocks gather south of the top like a group of stars
976,불칸디오름,불칸디오름,IS06S,"불에 탄곳 (불칸디)이라는 뜻이 있음
",this name means a burnt hill(Bulkandi)
977,쌀손장오리,쌀손장오리,IS07D,"삼신인이 화살을 쏜 오름이란데서 연유
",this name was derived from the legend three spirits shot arrows from this hill
978,태역장오리,태역장오리,IS12S,"잔디(테역)밭이 넓게 있어 연유함
",this name suggests there used to be a large lawn
979,도들오름,도들오름,IS03S,"도드라진 모습이 예쁘다 하여 연유함
",it means the way it rises looks beautiful
980,노리오름,노리오름,IS02S,"노루가 많았던데서 연유함
",this name suggests there used to be lots of roes
981,노리손이,노리손이,IS02S,"노리는 노루를, 손은 쏘다의 옛말로 노루가 많아 노루사냥으로 이름났던 데서 연유
","this name is combination of a word, Nori(roe) and another word, Soni(shoot), which means it is popular for roe hunting"
982,광이오름,광이오름,IS01S,"지형이 괭이같이 생겼다 하여 연유
",this name was derived from the features of a cat
983,남짓은오름,남짓은오름,IS02S,"나무(남)가 무성하다(짓다)하여 연유
",this name was derived from the looks overgrown with trees
984,골머리오름,골머리오름,IS01S,"아흔아홉골의 첫머리에 해당하여 연유
",this name suggests this is the first top of ninty nine hill tops
985,걸시오름,걸시오름,IS01S,"지형이 걸쇠처럼 생겼다 하여 연유함
",this name was derived from the looks of a latch
986,거친오름,거친오름,IS01S,"몸집이 크고 산세가 험한데다 숲이 어수선히 우거져 거칠게 보여 연유함
",this name suggests this big mountain has steep and bumpy features and the forest is overgrown with trees
987,솔오름,솔오름,IS07S,"쌀을 쌓아올린 형태, 살(피부)처럼 매끈하다 하여 유래했다는 등의 의견이 있음
",this name is interpreted in many ways; the looks of a stack of rice or as smooth as human skin and etc.
988,시오름,시오름,IS07S,"수컷오름(수오름)이 와전됨
",this name was derived from Suoreum(Male-oreum)
989,베린내오름,베린내오름,IS06S ,"벼랑(베리)을 이루는 천제연 근처에 있어 연유함
",this name was derived from the fact it is located near to Cheonjeyeon forming a cliff(Byoerang)
990,방애오름,방애오름,IS06S,"방아(방애)모양을 닮았다 하여 유래
",this name was derived from the looks of Banga(mill)
991,더데오름,더데오름,IS03S,"더더(加加)에서 온 것으로 산이 중첩돼 있음을 뜻함
",this name suggests the looks of mountain upon mountain
992,넉시오름,넉시오름,IS02S,"넋 나간 소가 누워있는 형국에서 유래
",this name was derived from the looks of an absent-minded cow lying down
993,걸세오름,걸세오름,IS01S,"걸쇠(걸세)모양의 산이라 하여 유래
",this name was derived from the looks of a latch
994,이승이오름,이승이오름,IS08S,"삵(슥)처럼 생겼다 하여 유래
",this name was derived from the looks of a wildcat
995,체오름,체오름,IS10S,"키(푸는체) 모양으로 생겼다 하여 유래
",this name was derived from the looks of a winnow(che)
996,윤드리오름,윤드리오름,IS08S,"넓은 들에 누워있는 오름이라 하나 어원이 확실치 않음
","this name was allegedly derived from an orem(hill) lying down on a large field, which hasnt been ascertained"
997,식은이오름,식은이오름,IS07S,"산맥이 벌써 식었다 하여 붙여진 이름
",this name means the mountains have got cold
998,밭돌오름,밭돌오름,IS06S,"돌이 많은 오름이나 안돌오름과 구별하기 위해 붙여진 이름
",this name was given to this stony hill in order to distinguish from Andoloreum
999,안돌오름,안돌오름,IS08S,"돌이 많은 오름이나 밭돌오름과 구별하기 위해 붙여진 이름
",this name was given to this stony hill in order to distinguish from Baldoloreum
1000,아진오름,아진오름,IS08S,"두 다리를 벌리고 앉아있는 모양에서 연유함
",this name was derived from the looks one is sitting down with two legs outstretched
1001,아부오름,아부오름,IS08S,"앞 오름에서 아부오름으로 변형
",this used to be once called Aporeum  but later changed into Abuoreum
1002,손지오름,손지오름,IS07S,"
작지만 한라산과 비슷하게 생겨 붙여진 이름
",this name was derived from the fact it takes after Mountain Halla as if a grandson(Sonja) of it
1003,비치미,비치미,IS06S,"꿩이 나는 형국이라 하여 붙여졌다 하나 확실치 않음
",this name was allegedly derived from the appearance like a flying pheasant
1004,북오름,북오름,IS06S,"북 모양을 닮아 붙여진 이름
",this name was derived from the look of a drum
1005,민오름,민오름,IS05S,"모양이 미끈하여 붙여진 이름
",this name was derived from the smooth appearance
